Time (us),Voltage (V)
1046.5,28.95990919
1047,28.92956349
1047.5,28.95990919
1048,28.94979396
1048.5,28.95990919
1049,28.92956349
1049.5,28.97002442
1050,28.94979396
1050.5,28.97002442
1051,28.8992178
1051.5,28.92956349
1052,28.97002442
1052.5,28.88910256
1053,28.92956349
1053.5,28.94979396
1054,28.92956349
1054.5,28.90933303
1055,28.93967872
1055.5,28.94979396
1056,28.91944826
1056.5,28.92956349
1057,28.93967872
1057.5,28.92956349
1058,28.90933303
1058.5,28.92956349
1059,28.90933303
1059.5,28.91944826
1060,28.91944826
1060.5,28.94979396
1061,28.92956349
1061.5,28.8992178
1062,28.91944826
1062.5,28.90933303
1063,28.91944826
1063.5,28.8992178
1064,28.92956349
1064.5,28.88910256
1065,28.92956349
1065.5,28.88910256
1066,28.95990919
1066.5,28.87898733
1067,28.90933303
1067.5,28.90933303
1068,28.92956349
1068.5,28.88910256
1069,28.91944826
1069.5,28.88910256
1070,28.8992178
1070.5,28.88910256
1071,28.91944826
1071.5,28.88910256
1072,28.90933303
1072.5,28.8992178
1073,28.8992178
1073.5,28.8992178
1074,28.87898733
1074.5,28.8992178
1075,28.8688721
1075.5,28.8992178
1076,28.8688721
1076.5,28.88910256
1077,28.87898733
1077.5,28.87898733
1078,28.88910256
1078.5,28.87898733
1079,28.88910256
1079.5,28.88910256
1080,28.8688721
1080.5,28.8992178
1081,28.87898733
1081.5,28.88910256
1082,28.8688721
1082.5,28.8688721
1083,28.88910256
1083.5,28.8688721
1084,28.85875687
1084.5,28.85875687
1085,28.8688721
1085.5,28.85875687
1086,28.87898733
1086.5,28.88910256
1087,28.8688721
1087.5,28.85875687
1088,28.87898733
1088.5,28.84864164
1089,28.87898733
1089.5,28.8385264
1090,28.8992178
1090.5,28.84864164
1091,28.82841117
1091.5,28.8688721
1092,28.85875687
1092.5,28.84864164
1093,28.84864164
1093.5,28.88910256
1094,28.84864164
1094.5,28.88910256
1095,28.85875687
1095.5,28.8688721
1096,28.87898733
1096.5,28.85875687
1097,28.85875687
1097.5,28.82841117
1098,28.8688721
1098.5,28.87898733
1099,28.81829594
1099.5,28.8688721
1100,28.81829594
1100.5,28.88910256
1101,28.84864164
1101.5,28.84864164
1102,28.92956349
1102.5,28.84864164
1103,28.85875687
1103.5,28.84864164
1104,28.8385264
1104.5,28.8385264
1105,28.85875687
1105.5,28.82841117
1106,28.8385264
1106.5,28.8385264
1107,28.85875687
1107.5,28.85875687
1108,28.8385264
1108.5,28.84864164
1109,28.87898733
1109.5,28.8385264
1110,28.84864164
1110.5,28.82841117
1111,28.85875687
1111.5,28.81829594
1112,28.84864164
1112.5,28.8385264
1113,28.82841117
1113.5,28.82841117
1114,28.8385264
1114.5,28.8385264
1115,28.8385264
1115.5,28.8385264
1116,28.85875687
1116.5,28.8385264
1117,28.82841117
1117.5,28.85875687
1118,28.81829594
1118.5,28.8385264
1119,28.84864164
1119.5,28.79806548
1120,28.85875687
1120.5,28.80818071
1121,28.81829594
1121.5,28.80818071
1122,28.8385264
1122.5,28.82841117
1123,28.82841117
1123.5,28.81829594
1124,28.82841117
1124.5,28.81829594
1125,28.82841117
1125.5,28.80818071
1126,28.81829594
1126.5,28.82841117
1127,28.81829594
1127.5,28.8385264
1128,28.80818071
1128.5,28.82841117
1129,28.81829594
1129.5,28.82841117
1130,28.81829594
1130.5,28.85875687
1131,28.78795024
1131.5,28.82841117
1132,28.8385264
1132.5,28.78795024
1133,28.80818071
1133.5,28.80818071
1134,28.80818071
1134.5,28.78795024
1135,28.80818071
1135.5,28.80818071
1136,28.79806548
1136.5,28.78795024
1137,28.80818071
1137.5,28.79806548
1138,28.80818071
1138.5,28.81829594
1139,28.80818071
1139.5,28.80818071
1140,28.81829594
1140.5,28.82841117
1141,28.79806548
1141.5,28.80818071
1142,28.81829594
1142.5,28.79806548
1143,28.79806548
1143.5,28.77783501
1144,28.79806548
1144.5,28.80818071
1145,28.79806548
1145.5,28.76771978
1146,28.82841117
1146.5,28.79806548
1147,28.80818071
1147.5,28.81829594
1148,28.80818071
1148.5,28.78795024
1149,28.80818071
1149.5,28.80818071
1150,28.78795024
1150.5,28.8385264
1151,28.78795024
1151.5,28.79806548
1152,28.77783501
1152.5,28.79806548
1153,28.79806548
1153.5,28.79806548
1154,28.78795024
1154.5,28.81829594
1155,28.80818071
1155.5,28.77783501
1156,28.80818071
1156.5,28.77783501
1157,28.77783501
1157.5,28.80818071
1158,28.78795024
1158.5,28.77783501
1159,28.77783501
1159.5,28.77783501
1160,28.78795024
1160.5,28.78795024
1161,28.78795024
1161.5,28.79806548
1162,28.80818071
1162.5,28.81829594
1163,28.78795024
1163.5,28.8385264
1164,28.73737408
1164.5,28.8385264
1165,28.77783501
1165.5,28.80818071
1166,28.75760455
1166.5,28.78795024
1167,28.77783501
1167.5,28.77783501
1168,28.76771978
1168.5,28.77783501
1169,28.77783501
1169.5,28.77783501
1170,28.77783501
1170.5,28.78795024
1171,28.77783501
1171.5,28.74748932
1172,28.84864164
1172.5,28.72725885
1173,28.78795024
1173.5,28.76771978
1174,28.76771978
1174.5,28.73737408
1175,28.78795024
1175.5,28.76771978
1176,28.76771978
1176.5,28.76771978
1177,28.78795024
1177.5,28.75760455
1178,28.77783501
1178.5,28.75760455
1179,28.77783501
1179.5,28.74748932
1180,28.78795024
1180.5,28.81829594
1181,28.76771978
1181.5,28.76771978
1182,28.77783501
1182.5,28.75760455
1183,28.79806548
1183.5,28.75760455
1184,28.76771978
1184.5,28.76771978
1185,28.76771978
1185.5,28.77783501
1186,28.75760455
1186.5,28.76771978
1187,28.75760455
1187.5,28.79806548
1188,28.75760455
1188.5,28.74748932
1189,28.79806548
1189.5,28.74748932
1190,28.75760455
1190.5,28.75760455
1191,28.77783501
1191.5,28.78795024
1192,28.74748932
1192.5,28.78795024
1193,28.74748932
1193.5,28.78795024
1194,28.74748932
1194.5,28.78795024
1195,28.74748932
1195.5,28.76771978
1196,28.75760455
1196.5,28.78795024
1197,28.71714362
1197.5,28.78795024
1198,28.73737408
1198.5,28.79806548
1199,28.81829594
1199.5,28.80818071
1200,28.75760455
1200.5,28.78795024
1201,28.76771978
1201.5,28.79806548
1202,28.76771978
1202.5,28.77783501
1203,28.76771978
1203.5,28.77783501
1204,28.77783501
1204.5,28.77783501
1205,28.75760455
1205.5,28.75760455
1206,28.78795024
1206.5,28.76771978
1207,28.76771978
1207.5,28.79806548
1208,28.75760455
1208.5,28.74748932
1209,28.78795024
1209.5,28.74748932
1210,28.76771978
1210.5,28.76771978
1211,28.72725885
1211.5,28.78795024
1212,28.76771978
1212.5,28.74748932
1213,28.77783501
1213.5,28.77783501
1214,28.76771978
1214.5,28.75760455
1215,28.76771978
1215.5,28.75760455
1216,28.76771978
1216.5,28.76771978
1217,28.76771978
1217.5,28.74748932
1218,28.74748932
1218.5,28.76771978
1219,28.78795024
1219.5,28.74748932
1220,28.78795024
1220.5,28.77783501
1221,28.78795024
1221.5,28.74748932
1222,28.79806548
1222.5,28.75760455
1223,28.77783501
1223.5,28.74748932
1224,28.77783501
1224.5,28.77783501
1225,28.79806548
1225.5,28.73737408
1226,28.77783501
1226.5,28.75760455
1227,28.72725885
1227.5,28.75760455
1228,28.73737408
1228.5,28.78795024
1229,28.72725885
1229.5,28.76771978
1230,28.78795024
1230.5,28.78795024
1231,28.80818071
1231.5,28.77783501
1232,28.79806548
1232.5,28.71714362
1233,28.80818071
1233.5,28.74748932
1234,28.75760455
1234.5,28.77783501
1235,28.77783501
1235.5,28.76771978
1236,28.77783501
1236.5,28.76771978
1237,28.79806548
1237.5,28.77783501
1238,28.77783501
1238.5,28.75760455
1239,28.78795024
1239.5,28.75760455
1240,28.76771978
1240.5,28.75760455
1241,28.75760455
1241.5,28.75760455
1242,28.78795024
1242.5,28.74748932
1243,28.78795024
1243.5,28.79806548
1244,28.75760455
1244.5,28.78795024
1245,28.78795024
1245.5,28.75760455
1246,28.77783501
1246.5,28.75760455
1247,28.76771978
1247.5,28.80818071
1248,28.76771978
1248.5,28.75760455
1249,28.77783501
1249.5,28.76771978
1250,28.77783501
1250.5,28.75760455
1251,28.79806548
1251.5,28.70702839
1252,28.79806548
1252.5,28.79806548
1253,28.73737408
1253.5,28.77783501
1254,28.79806548
1254.5,28.67668269
1255,28.74748932
1255.5,28.77783501
1256,28.76771978
1256.5,28.71714362
1257,28.74748932
1257.5,28.75760455
1258,28.73737408
1258.5,28.77783501
1259,28.76771978
1259.5,28.76771978
1260,28.74748932
1260.5,28.77783501
1261,28.76771978
1261.5,28.78795024
1262,28.76771978
1262.5,28.76771978
1263,28.77783501
1263.5,28.78795024
1264,28.74748932
1264.5,28.78795024
1265,28.73737408
1265.5,28.77783501
1266,28.72725885
1266.5,28.75760455
1267,28.76771978
1267.5,28.75760455
1268,28.78795024
1268.5,28.73737408
1269,28.78795024
1269.5,28.73737408
1270,28.74748932
1270.5,28.75760455
1271,28.75760455
1271.5,28.76771978
1272,28.76771978
1272.5,28.73737408
1273,28.75760455
1273.5,28.76771978
1274,28.76771978
1274.5,28.75760455
1275,28.76771978
1275.5,28.74748932
1276,28.76771978
1276.5,28.75760455
1277,28.73737408
1277.5,28.8688721
1278,28.74748932
1278.5,28.75760455
1279,28.74748932
1279.5,28.76771978
1280,28.76771978
1280.5,28.77783501
1281,28.74748932
1281.5,28.76771978
1282,28.74748932
1282.5,28.75760455
1283,28.74748932
1283.5,28.73737408
1284,28.76771978
1284.5,28.76771978
1285,28.73737408
1285.5,28.77783501
1286,28.72725885
1286.5,28.75760455
1287,28.72725885
1287.5,28.76771978
1288,28.71714362
1288.5,28.75760455
1289,28.72725885
1289.5,28.74748932
1290,28.75760455
1290.5,28.75760455
1291,28.79806548
1291.5,28.72725885
1292,28.75760455
1292.5,28.77783501
1293,28.73737408
1293.5,28.73737408
1294,28.73737408
1294.5,28.75760455
1295,28.73737408
1295.5,28.72725885
1296,28.71714362
1296.5,28.75760455
1297,28.72725885
1297.5,28.76771978
1298,28.73737408
1298.5,28.74748932
1299,28.75760455
1299.5,28.74748932
1300,28.73737408
1300.5,28.73737408
1301,28.72725885
1301.5,28.75760455
1302,28.71714362
1302.5,28.72725885
1303,28.74748932
1303.5,28.74748932
1304,28.72725885
1304.5,28.74748932
1305,28.76771978
1305.5,28.72725885
1306,28.74748932
1306.5,28.74748932
1307,28.76771978
1307.5,28.72725885
1308,28.75760455
1308.5,28.73737408
1309,28.74748932
1309.5,28.74748932
1310,28.73737408
1310.5,28.73737408
1311,28.73737408
1311.5,28.73737408
1312,28.74748932
1312.5,28.73737408
1313,28.73737408
1313.5,28.75760455
1314,28.74748932
1314.5,28.73737408
1315,28.73737408
1315.5,28.74748932
1316,28.72725885
1316.5,28.72725885
1317,28.75760455
1317.5,28.72725885
1318,28.74748932
1318.5,28.73737408
1319,28.74748932
1319.5,28.73737408
1320,28.74748932
1320.5,28.74748932
1321,28.72725885
1321.5,28.75760455
1322,28.72725885
1322.5,28.73737408
1323,28.74748932
1323.5,28.73737408
1324,28.73737408
1324.5,28.74748932
1325,28.72725885
1325.5,28.75760455
1326,28.74748932
1326.5,28.75760455
1327,28.73737408
1327.5,28.77783501
1328,28.73737408
1328.5,28.76771978
1329,28.74748932
1329.5,28.77783501
1330,28.69691316
1330.5,28.77783501
1331,28.71714362
1331.5,28.79806548
1332,28.68679792
1332.5,28.76771978
1333,28.75760455
1333.5,28.72725885
1334,28.79806548
1334.5,28.74748932
1335,28.76771978
1335.5,28.72725885
1336,28.77783501
1336.5,28.74748932
1337,28.73737408
1337.5,28.81829594
1338,28.75760455
1338.5,28.73737408
1339,28.75760455
1339.5,28.74748932
1340,28.77783501
1340.5,28.73737408
1341,28.77783501
1341.5,28.75760455
1342,28.76771978
1342.5,28.75760455
1343,28.79806548
1343.5,28.72725885
1344,28.76771978
1344.5,28.77783501
1345,28.76771978
1345.5,28.73737408
1346,28.77783501
1346.5,28.74748932
1347,28.77783501
1347.5,28.74748932
1348,28.75760455
1348.5,28.76771978
1349,28.75760455
1349.5,28.75760455
1350,28.73737408
1350.5,28.77783501
1351,28.73737408
1351.5,28.78795024
1352,28.75760455
1352.5,28.75760455
1353,28.74748932
1353.5,28.75760455
1354,28.75760455
1354.5,28.78795024
1355,28.73737408
1355.5,28.75760455
1356,28.8688721
1356.5,28.76771978
1357,28.75760455
1357.5,28.76771978
1358,28.75760455
1358.5,28.78795024
1359,28.76771978
1359.5,28.75760455
1360,28.76771978
1360.5,28.76771978
1361,28.76771978
1361.5,28.75760455
1362,28.74748932
1362.5,28.73737408
1363,28.79806548
1363.5,28.72725885
1364,28.79806548
1364.5,28.73737408
1365,28.80818071
1365.5,28.70702839
1366,28.81829594
1366.5,28.74748932
1367,28.80818071
1367.5,28.74748932
1368,28.78795024
1368.5,28.72725885
1369,28.80818071
1369.5,28.73737408
1370,28.77783501
1370.5,28.72725885
1371,28.76771978
1371.5,28.79806548
1372,28.75760455
1372.5,28.72725885
1373,28.79806548
1373.5,28.76771978
1374,28.77783501
1374.5,28.72725885
1375,28.76771978
1375.5,28.77783501
1376,28.75760455
1376.5,28.76771978
1377,28.74748932
1377.5,28.76771978
1378,28.75760455
1378.5,28.76771978
1379,28.74748932
1379.5,28.77783501
1380,28.78795024
1380.5,28.77783501
1381,28.76771978
1381.5,28.77783501
1382,28.77783501
1382.5,28.77783501
1383,28.76771978
1383.5,28.76771978
1384,28.72725885
1384.5,28.75760455
1385,28.73737408
1385.5,28.77783501
1386,28.77783501
1386.5,28.76771978
1387,28.76771978
1387.5,28.76771978
1388,28.76771978
1388.5,28.77783501
1389,28.76771978
1389.5,28.75760455
1390,28.77783501
1390.5,28.74748932
1391,28.74748932
1391.5,28.74748932
1392,28.74748932
1392.5,28.73737408
1393,28.75760455
1393.5,28.76771978
1394,28.74748932
1394.5,28.74748932
1395,28.75760455
1395.5,28.76771978
1396,28.73737408
1396.5,28.79806548
1397,28.73737408
1397.5,28.74748932
1398,28.73737408
1398.5,28.75760455
1399,28.74748932
1399.5,28.74748932
1400,28.78795024
1400.5,28.75760455
1401,28.74748932
1401.5,28.77783501
1402,28.75760455
1402.5,28.76771978
1403,28.75760455
1403.5,28.74748932
1404,28.73737408
1404.5,28.73737408
1405,28.73737408
1405.5,28.74748932
1406,28.73737408
1406.5,28.74748932
1407,28.73737408
1407.5,28.74748932
1408,28.73737408
1408.5,28.75760455
1409,28.73737408
1409.5,28.72725885
1410,28.73737408
1410.5,28.74748932
1411,28.73737408
1411.5,28.74748932
1412,28.76771978
1412.5,28.68679792
1413,28.78795024
1413.5,28.73737408
1414,28.69691316
1414.5,28.74748932
1415,28.75760455
1415.5,28.72725885
1416,28.71714362
1416.5,28.74748932
1417,28.74748932
1417.5,28.73737408
1418,28.75760455
1418.5,28.75760455
1419,28.74748932
1419.5,28.74748932
1420,28.73737408
1420.5,28.73737408
1421,28.73737408
1421.5,28.73737408
1422,28.73737408
1422.5,28.72725885
1423,28.75760455
1423.5,28.72725885
1424,28.73737408
1424.5,28.74748932
1425,28.73737408
1425.5,28.72725885
1426,28.75760455
1426.5,28.73737408
1427,28.74748932
1427.5,28.71714362
1428,28.75760455
1428.5,28.73737408
1429,28.72725885
1429.5,28.75760455
1430,28.74748932
1430.5,28.73737408
1431,28.74748932
1431.5,28.73737408
1432,28.75760455
1432.5,28.73737408
1433,28.72725885
1433.5,28.73737408
1434,28.72725885
1434.5,28.73737408
1435,28.73737408
1435.5,28.72725885
1436,28.71714362
1436.5,28.72725885
1437,28.72725885
1437.5,28.73737408
1438,28.73737408
1438.5,28.72725885
1439,28.72725885
1439.5,28.71714362
