Time (us),Voltage (V)
274,31.72136752
274.5,31.70113706
275,31.68090659
275.5,31.6202152
276,31.63033043
276.5,31.54940858
277,31.58986951
277.5,31.50894765
278,31.47860195
278.5,31.46848672
279,31.45837149
279.5,31.3976801
280,31.42802579
280.5,31.37744963
281,31.33698871
281.5,31.29652778
282,31.26618208
282.5,31.24595162
283,31.21560592
283.5,31.20549069
284,31.15491453
284.5,31.16502976
285,31.13468407
285.5,31.09422314
286,31.08410791
286.5,31.05376221
287,31.04364698
287.5,31.01330128
288,30.98295559
288.5,30.97284035
289,30.95260989
289.5,30.95260989
290,30.91214896
290.5,30.8919185
291,30.8615728
291.5,30.85145757
292,30.82111187
292.5,30.79076618
293,30.80088141
293.5,30.81099664
294,30.77053571
294.5,30.76042048
295,30.75030525
295.5,30.74019002
296,30.69972909
296.5,30.69972909
297,30.68961386
297.5,30.66938339
298,30.62892247
298.5,30.61880723
299,30.6390377
299.5,30.61880723
300,30.57834631
300.5,30.58846154
301,30.56823107
301.5,30.54800061
302,30.53788538
302.5,30.52777015
303,30.51765491
303.5,30.51765491
304,30.46707875
304.5,30.47719399
305,30.43673306
305.5,30.45696352
306,30.43673306
306.5,30.39627213
307,30.40638736
307.5,30.3558112
308,30.37604167
308.5,30.34569597
309,30.36592643
309.5,30.32546551
310,30.3558112
310.5,30.30523504
311,30.32546551
311.5,30.24454365
312,28.49460852
312.5,24.40805479
313,22.74915675
313.5,20.78680174
314,20.45299908
314.5,21.39371566
315,21.22175672
315.5,21.22175672
316,21.18129579
316.5,21.14083486
317,21.16106532
317.5,21.23187195
318,21.15095009
318.5,21.18129579
319,21.15095009
319.5,21.15095009
320,21.18129579
320.5,21.18129579
321,21.19141102
321.5,21.27233288
322,21.18129579
322.5,21.20152625
323,21.18129579
323.5,21.18129579
324,21.17118056
324.5,21.21164148
325,21.19141102
325.5,21.17118056
326,21.20152625
326.5,21.20152625
327,21.19141102
327.5,21.18129579
328,21.17118056
328.5,21.18129579
329,21.15095009
329.5,21.1206044
330,21.18129579
330.5,21.18129579
331,21.16106532
331.5,21.13071963
332,21.14083486
332.5,21.15095009
333,21.13071963
333.5,21.11048916
334,21.15095009
334.5,21.1206044
335,21.10037393
335.5,21.0902587
336,21.14083486
336.5,21.0902587
337,21.1206044
337.5,21.0902587
338,21.08014347
338.5,21.10037393
339,21.10037393
339.5,21.059913
340,21.03968254
340.5,21.08014347
341,21.07002824
341.5,21.059913
342,21.04979777
342.5,21.059913
343,21.01945208
343.5,21.08014347
344,21.01945208
344.5,21.059913
345,21.02956731
345.5,21.02956731
346,21.02956731
346.5,21.00933684
347,21.00933684
347.5,21.00933684
348,20.97899115
348.5,20.99922161
349,21.02956731
349.5,20.96887592
350,20.97899115
350.5,20.96887592
351,20.97899115
351.5,20.95876068
352,20.97899115
352.5,22.23327991
353,25.27796474
353.5,27.87757937
354,29.53647741
354.5,30.91214896
355,31.3673344
355.5,32.20689866
356,33.41061126
356.5,33.15773046
357,33.77475962
357.5,33.9264881
358,34.22994505
358.5,34.42213446
359,34.6244391
359.5,34.75593712
360,34.89755037
360.5,34.96835699
361,35.14031593
361.5,35.15043117
362,35.17066163
362.5,35.23135302
363,35.21112256
363.5,35.20100733
364,35.21112256
364.5,35.14031593
365,35.14031593
365.5,35.07962454
366,35.05939408
366.5,34.99870269
367,34.95824176
367.5,34.88743513
368,34.83685897
368.5,34.80651328
369,34.74582189
369.5,34.67501526
370,34.67501526
370.5,34.53340201
371,34.52328678
371.5,34.45248016
372,34.39178877
372.5,34.30075168
373,34.25017552
373.5,34.19959936
374,34.12879274
374.5,34.08833181
375,34.00740995
375.5,33.97706426
376,33.91637286
376.5,33.83545101
377,33.82533578
377.5,33.75452915
378,33.70395299
378.5,33.63314637
379,33.55222451
379.5,33.50164835
380,33.45107219
380.5,33.40049603
381,33.31957418
381.5,33.28922848
382,33.23865232
382.5,33.17796093
383,33.11726954
383.5,33.09703907
384,33.02623245
384.5,32.98577152
385,32.93519536
385.5,32.89473443
386,32.83404304
386.5,32.80369734
387,32.76323642
387.5,32.69242979
388,32.6317384
388.5,32.59127747
389,32.56093178
389.5,32.51035562
390,32.46989469
390.5,32.41931853
391,32.41931853
391.5,32.35862714
392,32.29793574
392.5,32.29793574
393,32.21701389
393.5,32.18666819
394,32.14620726
394.5,32.1259768
395,32.05517018
395.5,31.98436355
396,32.00459402
396.5,31.96413309
397,31.94390263
397.5,31.89332647
398,31.83263507
398.5,31.85286554
399,31.78205891
399.5,31.75171322
400,31.76182845
400.5,31.70113706
401,31.69102183
401.5,31.63033043
402,31.59998474
402.5,31.58986951
403,31.54940858
403.5,31.52917811
404,31.47860195
404.5,31.46848672
405,31.43814103
405.5,31.3976801
406,31.34710394
406.5,31.3673344
407,31.32687347
407.5,31.33698871
408,31.23583639
408.5,31.26618208
409,31.21560592
409.5,31.23583639
410,31.15491453
410.5,31.15491453
411,31.12456883
411.5,31.1144536
412,31.05376221
412.5,31.06387744
413,31.04364698
413.5,31.02341651
414,30.98295559
414.5,31.03353175
415,30.92226419
415.5,30.95260989
416,30.92226419
416.5,30.90203373
417,30.8919185
417.5,30.87168803
418,30.85145757
418.5,30.8919185
419,30.80088141
419.5,30.82111187
420,30.78065095
420.5,30.80088141
421,30.76042048
421.5,30.74019002
422,30.73007479
422.5,30.69972909
423,30.69972909
423.5,30.66938339
424,30.66938339
424.5,30.62892247
425,30.61880723
425.5,30.61880723
426,30.59857677
426.5,30.58846154
427,30.58846154
427.5,30.57834631
428,30.50753968
428.5,30.55811584
429,30.52777015
429.5,30.49742445
430,30.49742445
430.5,30.48730922
431,30.45696352
431.5,30.46707875
432,30.44684829
432.5,30.44684829
433,30.41650259
433.5,30.39627213
434,30.3861569
434.5,30.3861569
435,30.37604167
435.5,30.3558112
436,30.36592643
436.5,30.26477411
437,28.3934562
437.5,23.92252366
438,22.59742827
438.5,20.75645604
439,20.47322955
439.5,21.43417659
440,21.25210241
440.5,21.23187195
441,21.17118056
441.5,21.15095009
442,21.22175672
442.5,21.15095009
443,21.18129579
443.5,21.18129579
444,21.19141102
444.5,21.18129579
445,21.20152625
445.5,21.20152625
446,21.19141102
446.5,21.19141102
447,21.19141102
447.5,21.20152625
448,21.21164148
448.5,21.23187195
449,21.18129579
449.5,21.20152625
450,21.22175672
450.5,21.19141102
451,21.18129579
451.5,21.22175672
452,21.18129579
452.5,21.18129579
453,21.19141102
453.5,21.17118056
454,21.18129579
454.5,21.16106532
455,21.20152625
455.5,21.20152625
456,21.14083486
456.5,21.18129579
457,21.16106532
457.5,21.1206044
458,21.14083486
458.5,21.17118056
459,21.15095009
459.5,21.10037393
460,21.15095009
460.5,21.14083486
461,21.13071963
461.5,21.0902587
462,21.14083486
462.5,21.1206044
463,21.1206044
463.5,21.08014347
464,21.11048916
464.5,21.0902587
465,21.08014347
465.5,21.0902587
466,21.07002824
466.5,21.08014347
467,21.059913
467.5,21.08014347
468,21.04979777
468.5,21.059913
469,21.059913
469.5,21.04979777
470,21.059913
470.5,21.03968254
471,21.03968254
471.5,21.04979777
472,20.97899115
472.5,21.00933684
473,20.99922161
473.5,21.01945208
474,20.97899115
474.5,21.01945208
475,21.01945208
475.5,20.95876068
476,20.98910638
476.5,20.99922161
477,20.96887592
477.5,22.37489316
478,25.37911706
478.5,27.97873168
479,29.66797543
479.5,30.78065095
480,31.67079136
480.5,32.33839667
481,32.84415827
481.5,33.32968941
482,33.74441392
482.5,34.02764042
483,34.24006029
483.5,34.45248016
484,34.6547848
484.5,34.78628281
485,34.89755037
485.5,34.99870269
486,35.09985501
486.5,35.15043117
487,35.20100733
487.5,35.21112256
488,35.25158349
488.5,35.23135302
489,35.22123779
489.5,35.20100733
490,35.17066163
490.5,35.14031593
491,35.05939408
491.5,35.02904838
492,35.00881792
492.5,34.93801129
493,34.85708944
493.5,34.81662851
494,34.76605235
494.5,34.71547619
495,34.61432387
495.5,34.58397817
496,34.52328678
496.5,34.48282585
497,34.47271062
497.5,34.35132784
498,34.27040598
498.5,34.24006029
499,34.15913843
499.5,34.1186775
500,34.05798611
500.5,33.97706426
501,33.94671856
501.5,33.85568147
502,33.79499008
502.5,33.77475962
503,33.6736073
503.5,33.66349206
504,33.57245498
504.5,33.57245498
505,33.45107219
505.5,33.4207265
506,33.38026557
506.5,33.30945894
507,33.25888278
507.5,33.18807616
508,33.1678457
508.5,33.1071543
509,33.05657814
509.5,32.98577152
510,32.94531059
510.5,32.9149649
511,32.84415827
511.5,32.82392781
512,32.74300595
512.5,32.72277549
513,32.65196886
513.5,32.62162317
514,32.57104701
514.5,32.55081654
515,32.46989469
515.5,32.4092033
516,32.38897283
516.5,32.36874237
517,32.31816621
517.5,32.26759005
518,32.25747482
518.5,32.20689866
519,32.16643773
519.5,32.14620726
520,32.10574634
520.5,32.05517018
521,32.04505495
521.5,31.97424832
522,31.97424832
522.5,31.91355693
523,31.92367216
523.5,31.84275031
524,31.83263507
524.5,31.77194368
525,31.75171322
525.5,31.72136752
526,31.68090659
526.5,31.69102183
527,31.61009997
527.5,31.59998474
528,31.54940858
528.5,31.54940858
529,31.49883242
529.5,31.49883242
530,31.44825626
530.5,31.40779533
531,31.35721917
531.5,31.37744963
532,31.30664301
532.5,31.29652778
533,31.28641255
533.5,31.25606685
534,31.23583639
534.5,31.21560592
535,31.21560592
535.5,31.1447993
536,31.16502976
536.5,31.1447993
537,31.12456883
537.5,31.07399267
538,31.05376221
538.5,31.05376221
539,31.00318605
539.5,30.98295559
540,30.97284035
540.5,30.94249466
541,31.01330128
541.5,30.93237943
542,30.90203373
542.5,30.90203373
543,30.8615728
543.5,30.84134234
544,30.84134234
544.5,30.79076618
545,30.80088141
545.5,30.80088141
546,30.75030525
546.5,30.74019002
547,30.73007479
547.5,30.70984432
548,30.70984432
548.5,30.68961386
549,30.64915293
549.5,30.67949863
550,30.61880723
550.5,30.62892247
551,30.59857677
551.5,30.608692
552,30.57834631
552.5,30.58846154
553,30.56823107
553.5,30.55811584
554,30.55811584
554.5,30.52777015
555,30.49742445
555.5,30.51765491
556,30.46707875
556.5,30.45696352
557,30.46707875
557.5,30.44684829
558,30.42661783
558.5,30.41650259
559,30.40638736
559.5,30.39627213
560,30.3861569
560.5,30.36592643
561,30.3558112
561.5,30.36592643
562,30.34569597
562.5,30.33558074
563,30.29511981
563.5,30.29511981
564,30.26477411
564.5,30.28500458
565,30.26477411
565.5,30.26477411
566,30.24454365
566.5,30.24454365
567,30.25465888
567.5,30.20408272
568,30.21419795
568.5,30.18385226
569,30.12316087
569.5,30.20408272
570,30.16362179
570.5,30.15350656
571,30.16362179
571.5,30.08269994
572,30.15350656
572.5,30.11304563
573,30.11304563
573.5,30.09281517
574,30.12316087
574.5,30.06246947
575,30.08269994
575.5,30.08269994
576,30.06246947
576.5,30.03212378
577,30.03212378
577.5,30.02200855
578,30.01189332
578.5,30.00177808
579,29.98154762
579.5,29.99166285
580,29.96131716
580.5,29.98154762
581,29.96131716
581.5,29.96131716
582,29.94108669
582.5,29.95120192
583,29.94108669
583.5,29.910741
584,29.910741
584.5,29.910741
585,29.90062576
585.5,29.86016484
586,29.910741
586.5,29.86016484
587,29.86016484
587.5,29.8500496
588,29.8500496
588.5,29.86016484
589,29.81970391
589.5,29.81970391
590,29.81970391
590.5,29.80958868
591,29.79947344
591.5,29.78935821
592,29.76912775
592.5,29.74889728
593,29.76912775
593.5,29.75901252
594,29.82981914
594.5,29.74889728
595,29.73878205
595.5,29.74889728
596,29.71855159
596.5,29.73878205
597,29.72866682
597.5,29.70843636
598,29.69832112
598.5,29.70843636
599,29.68820589
599.5,29.68820589
600,29.67809066
600.5,29.6578602
601,29.67809066
601.5,29.6578602
602,29.60728404
602.5,29.67809066
603,29.6578602
603.5,29.58705357
604,29.6578602
604.5,29.58705357
605,29.64774496
605.5,29.56682311
606,29.58705357
606.5,29.56682311
607,29.57693834
607.5,29.5971688
608,29.54659264
608.5,29.55670788
609,29.55670788
609.5,29.54659264
610,29.56682311
610.5,29.53647741
611,29.52636218
611.5,29.51624695
612,29.55670788
612.5,29.48590125
613,29.49601648
613.5,29.52636218
614,29.49601648
614.5,29.48590125
615,29.49601648
615.5,29.48590125
616,29.46567079
616.5,29.46567079
617,29.46567079
617.5,29.47578602
618,29.44544032
618.5,29.44544032
619,29.47578602
619.5,29.43532509
620,29.45555556
620.5,29.44544032
621,29.44544032
621.5,29.41509463
622,29.38474893
622.5,29.42520986
623,29.38474893
623.5,29.39486416
624,29.39486416
624.5,29.38474893
625,29.38474893
625.5,29.39486416
626,29.38474893
626.5,29.4049794
627,29.3746337
627.5,29.36451847
628,29.35440324
628.5,29.344288
629,29.33417277
629.5,29.344288
630,29.36451847
630.5,29.31394231
631,29.36451847
631.5,29.32405754
632,29.33417277
632.5,29.33417277
633,29.31394231
633.5,29.32405754
634,29.33417277
634.5,29.29371184
635,29.344288
635.5,29.24313568
636,29.32405754
636.5,29.25325092
637,29.31394231
637.5,29.23302045
638,29.30382708
638.5,29.25325092
639,29.26336615
639.5,29.28359661
640,29.24313568
640.5,29.26336615
641,29.26336615
641.5,29.26336615
642,29.25325092
642.5,29.25325092
643,29.24313568
643.5,29.24313568
644,29.21278999
644.5,29.23302045
645,29.21278999
645.5,29.22290522
646,29.20267476
646.5,29.21278999
647,29.22290522
647.5,29.20267476
648,29.22290522
648.5,29.19255952
649,29.21278999
649.5,29.1520986
650,29.21278999
650.5,29.18244429
651,29.22290522
651.5,29.14198336
652,29.20267476
652.5,29.16221383
653,29.18244429
653.5,29.16221383
654,29.18244429
654.5,29.1217529
655,29.18244429
655.5,29.1520986
656,29.13186813
656.5,29.17232906
657,29.17232906
657.5,29.17232906
658,29.13186813
658.5,29.1520986
659,29.1520986
659.5,29.1217529
660,29.14198336
660.5,29.1217529
661,29.16221383
661.5,29.1217529
662,29.11163767
662.5,29.11163767
663,29.11163767
663.5,29.10152244
664,29.1217529
664.5,29.1217529
665,29.11163767
665.5,29.0914072
666,29.10152244
666.5,29.0914072
667,29.11163767
667.5,29.08129197
668,29.01048535
668.5,29.08129197
669,29.07117674
669.5,29.11163767
670,29.03071581
670.5,29.08129197
671,29.07117674
671.5,29.0914072
672,29.05094628
672.5,29.20267476
673,29.05094628
673.5,29.08129197
674,29.06106151
674.5,29.07117674
675,29.07117674
675.5,29.07117674
676,29.05094628
676.5,29.03071581
677,29.06106151
677.5,29.05094628
678,29.05094628
678.5,29.03071581
679,29.04083104
679.5,29.06106151
680,29.03071581
680.5,29.03071581
681,29.06106151
681.5,29.02060058
682,29.03071581
682.5,29.03071581
683,29.01048535
683.5,29.03071581
684,29.02060058
684.5,29.01048535
685,29.00037012
685.5,29.02060058
686,29.00037012
686.5,29.04083104
687,29.02060058
687.5,29.01048535
688,29.01048535
688.5,29.02060058
689,28.98013965
689.5,29.02060058
690,29.01048535
690.5,29.00037012
691,28.98013965
691.5,28.94979396
692,29.04083104
692.5,28.95990919
693,29.00037012
693.5,29.01048535
694,29.00037012
694.5,28.95990919
695,29.00037012
695.5,28.98013965
696,28.97002442
696.5,28.99025488
697,28.98013965
697.5,28.97002442
698,28.97002442
698.5,28.99025488
699,28.95990919
699.5,28.94979396
700,28.95990919
700.5,28.98013965
701,28.98013965
701.5,28.94979396
702,28.97002442
702.5,28.93967872
703,28.94979396
703.5,28.94979396
704,28.94979396
704.5,28.97002442
705,28.93967872
705.5,28.95990919
706,28.93967872
706.5,28.94979396
707,28.93967872
707.5,28.92956349
708,28.92956349
708.5,28.94979396
709,28.93967872
709.5,28.98013965
710,28.93967872
710.5,28.92956349
711,28.95990919
711.5,28.92956349
712,28.91944826
712.5,28.93967872
713,28.88910256
713.5,28.93967872
714,28.91944826
714.5,28.90933303
715,28.93967872
715.5,28.91944826
716,28.91944826
716.5,28.93967872
717,28.91944826
717.5,28.92956349
718,28.91944826
718.5,28.92956349
719,28.91944826
719.5,28.91944826
720,28.90933303
720.5,28.90933303
721,28.95990919
721.5,28.90933303
722,28.8992178
722.5,28.90933303
723,28.91944826
723.5,28.8992178
724,28.88910256
724.5,28.90933303
725,28.8992178
725.5,28.88910256
726,28.88910256
726.5,28.8992178
727,28.90933303
727.5,28.8688721
728,28.88910256
728.5,28.88910256
729,28.8992178
729.5,28.88910256
730,28.88910256
730.5,28.8992178
731,28.90933303
731.5,28.8688721
732,28.92956349
732.5,28.8688721
733,28.87898733
733.5,28.87898733
734,28.88910256
734.5,28.82841117
735,28.90933303
735.5,28.88910256
736,28.8385264
736.5,28.8992178
737,28.87898733
737.5,28.8992178
738,28.88910256
738.5,28.87898733
739,28.8992178
739.5,28.8385264
740,28.8688721
740.5,28.88910256
741,28.87898733
741.5,28.84864164
742,28.8385264
742.5,28.87898733
743,28.8385264
743.5,28.84864164
744,28.88910256
744.5,28.84864164
745,28.85875687
745.5,28.8688721
746,28.85875687
746.5,28.84864164
747,28.85875687
747.5,28.85875687
748,28.8688721
748.5,28.84864164
749,28.85875687
749.5,28.84864164
750,28.84864164
750.5,28.8385264
751,28.97002442
751.5,28.85875687
752,28.84864164
752.5,28.8688721
753,28.84864164
753.5,28.8688721
754,28.84864164
754.5,28.85875687
755,28.84864164
755.5,28.84864164
756,28.84864164
756.5,28.8385264
757,28.8385264
757.5,28.84864164
758,28.85875687
758.5,28.85875687
759,28.81829594
759.5,28.84864164
760,28.8385264
760.5,28.81829594
761,28.8385264
761.5,28.84864164
762,28.84864164
762.5,28.81829594
763,28.84864164
763.5,28.8385264
764,28.8385264
764.5,28.8385264
765,28.82841117
765.5,28.84864164
766,28.76771978
766.5,28.85875687
767,28.81829594
767.5,28.79806548
768,28.85875687
768.5,28.80818071
769,28.8385264
769.5,28.79806548
770,28.85875687
770.5,28.82841117
771,28.81829594
771.5,28.82841117
772,28.84864164
772.5,28.82841117
773,28.84864164
773.5,28.80818071
774,28.80818071
774.5,28.80818071
775,28.8385264
775.5,28.81829594
776,28.78795024
776.5,28.84864164
777,28.81829594
777.5,28.80818071
778,28.82841117
778.5,28.84864164
779,28.80818071
779.5,28.80818071
780,28.81829594
780.5,28.81829594
781,28.80818071
781.5,28.82841117
782,28.77783501
782.5,28.84864164
783,28.79806548
783.5,28.82841117
784,28.81829594
784.5,28.81829594
785,28.80818071
785.5,28.80818071
786,28.80818071
786.5,28.81829594
787,28.82841117
787.5,28.77783501
788,28.82841117
788.5,28.80818071
789,28.80818071
789.5,28.78795024
790,28.77783501
790.5,28.80818071
791,28.81829594
791.5,28.81829594
792,28.79806548
792.5,28.81829594
793,28.78795024
793.5,28.81829594
794,28.79806548
794.5,28.79806548
795,28.80818071
795.5,28.81829594
796,28.78795024
796.5,28.81829594
797,28.77783501
797.5,28.77783501
798,28.80818071
798.5,28.79806548
799,28.77783501
799.5,28.88910256
800,28.80818071
800.5,28.77783501
801,28.81829594
801.5,28.77783501
802,28.8385264
802.5,28.77783501
803,28.80818071
803.5,28.79806548
804,28.78795024
804.5,28.76771978
805,28.78795024
805.5,28.80818071
806,28.78795024
806.5,28.81829594
807,28.79806548
807.5,28.78795024
808,28.80818071
808.5,28.78795024
809,28.81829594
809.5,28.75760455
810,28.81829594
810.5,28.75760455
811,28.78795024
811.5,28.65645223
812,26.83571047
812.5,23.20434219
813,21.92982295
813.5,20.40242292
814,21.58590507
814.5,21.43417659
815,21.25210241
815.5,21.32290904
816,21.26221764
816.5,21.28244811
817,21.3127938
817.5,21.30267857
818,21.30267857
818.5,21.29256334
819,21.29256334
819.5,21.29256334
820,21.33302427
820.5,21.29256334
821,21.30267857
821.5,21.30267857
822,21.33302427
822.5,21.29256334
823,21.3127938
823.5,21.30267857
824,21.33302427
824.5,21.30267857
825,21.22175672
825.5,21.29256334
826,21.30267857
826.5,21.30267857
827,21.30267857
827.5,21.30267857
828,21.30267857
828.5,21.30267857
829,21.27233288
829.5,21.36336996
830,21.27233288
830.5,21.29256334
831,21.27233288
831.5,21.27233288
832,21.25210241
832.5,21.30267857
833,21.19141102
833.5,21.26221764
834,21.22175672
834.5,21.27233288
835,21.20152625
835.5,21.25210241
836,21.20152625
836.5,21.24198718
837,21.22175672
837.5,21.21164148
838,21.20152625
838.5,21.21164148
839,21.20152625
839.5,21.20152625
840,21.18129579
840.5,21.19141102
841,21.18129579
841.5,21.16106532
842,21.16106532
842.5,21.16106532
843,21.16106532
843.5,21.18129579
844,21.15095009
844.5,21.13071963
845,21.15095009
845.5,21.15095009
846,21.1206044
846.5,21.14083486
847,21.1206044
847.5,21.10037393
848,21.18129579
848.5,21.10037393
849,21.1206044
849.5,21.08014347
850,21.10037393
850.5,21.0902587
851,21.04979777
851.5,21.1206044
852,21.07002824
852.5,22.84019383
853,25.63199786
853.5,27.6348138
854,28.95990919
854.5,30.17373703
855,30.65926816
855.5,31.05376221
856,31.63033043
856.5,32.1259768
857,32.36874237
857.5,32.69242979
858,32.86438874
858.5,33.07680861
859,33.25888278
859.5,33.41061126
860,33.58257021
860.5,33.66349206
861,33.80510531
861.5,33.8961424
862,33.95683379
862.5,33.96694902
863,34.02764042
863.5,34.01752518
864,34.01752518
864.5,33.98717949
865,33.97706426
865.5,33.95683379
866,33.91637286
866.5,33.82533578
867,33.87591194
867.5,33.79499008
868,33.75452915
868.5,33.71406822
869,33.68372253
869.5,33.6129159
870,33.53199405
870.5,33.48141789
871,33.47130266
871.5,33.3600351
872,33.33980464
872.5,33.28922848
873,33.20830662
873.5,33.1678457
874,33.09703907
874.5,33.05657814
875,33.00600198
875.5,32.95542582
876,32.87450397
876.5,32.86438874
877,32.79358211
877.5,32.74300595
878,32.69242979
878.5,32.65196886
879,32.58116224
879.5,32.53058608
880,32.49012515
880.5,32.44966422
881,32.38897283
881.5,32.35862714
882,32.29793574
882.5,32.22712912
883,32.18666819
883.5,32.16643773
884,32.10574634
884.5,32.07540064
885,32.05517018
885.5,31.98436355
886,31.94390263
886.5,31.88321123
887,31.83263507
887.5,31.80228938
888,31.78205891
888.5,31.70113706
889,31.70113706
889.5,31.66067613
890,31.6202152
890.5,31.57975427
891,31.50894765
891.5,31.54940858
892,31.46848672
892.5,31.45837149
893,31.3673344
893.5,31.35721917
894,31.28641255
894.5,31.31675824
895,31.24595162
895.5,31.19537546
896,31.19537546
896.5,31.16502976
897,31.1447993
897.5,31.08410791
898,31.13468407
898.5,31.04364698
899,31.00318605
899.5,31.01330128
900,30.98295559
900.5,30.95260989
901,30.8615728
901.5,30.90203373
902,30.82111187
902.5,30.8615728
903,30.78065095
903.5,30.79076618
904,30.76042048
904.5,30.74019002
905,30.70984432
905.5,30.67949863
906,30.66938339
906.5,30.6390377
907,30.61880723
907.5,30.57834631
908,30.56823107
908.5,30.54800061
909,30.53788538
909.5,30.47719399
910,30.48730922
910.5,30.46707875
911,30.45696352
911.5,30.40638736
912,30.42661783
912.5,30.37604167
913,30.39627213
913.5,30.37604167
914,30.31535027
914.5,30.32546551
915,30.30523504
915.5,30.29511981
916,30.26477411
916.5,30.27488935
917,30.24454365
917.5,30.22431319
918,30.24454365
918.5,30.20408272
919,30.20408272
919.5,30.17373703
920,30.17373703
920.5,30.15350656
921,30.15350656
921.5,30.14339133
922,30.1029304
922.5,30.11304563
923,30.1029304
923.5,30.08269994
924,30.06246947
924.5,30.03212378
925,30.05235424
925.5,30.05235424
926,30.01189332
926.5,30.08269994
927,30.01189332
927.5,30.00177808
928,30.01189332
928.5,29.97143239
929,29.99166285
929.5,29.96131716
930,29.97143239
930.5,29.96131716
931,29.92085623
931.5,29.97143239
932,29.910741
932.5,29.89051053
933,29.90062576
933.5,29.92085623
934,29.83993437
934.5,29.89051053
935,29.86016484
935.5,29.8500496
936,29.82981914
936.5,29.83993437
937,29.8500496
937.5,29.81970391
938,29.80958868
938.5,29.78935821
939,29.79947344
939.5,29.77924298
940,29.78935821
940.5,29.70843636
941,29.76912775
941.5,29.74889728
942,29.74889728
942.5,29.74889728
943,29.72866682
943.5,29.73878205
944,29.74889728
944.5,29.71855159
945,29.70843636
945.5,29.70843636
946,29.70843636
946.5,29.68820589
947,29.69832112
947.5,29.67809066
948,29.66797543
948.5,29.6578602
949,29.64774496
949.5,29.6578602
950,29.63762973
950.5,29.64774496
951,29.6275145
951.5,29.63762973
952,29.60728404
952.5,29.6275145
953,29.57693834
953.5,29.60728404
954,29.57693834
954.5,29.55670788
955,29.57693834
955.5,29.57693834
956,29.54659264
956.5,29.55670788
957,29.54659264
957.5,29.52636218
958,29.53647741
958.5,29.54659264
959,29.53647741
959.5,29.52636218
960,29.52636218
960.5,29.50613172
961,29.50613172
961.5,29.47578602
962,29.49601648
962.5,29.49601648
963,29.47578602
963.5,29.46567079
964,29.47578602
964.5,29.51624695
965,29.42520986
965.5,29.48590125
966,29.44544032
966.5,29.49601648
967,29.41509463
967.5,29.46567079
968,29.42520986
968.5,29.44544032
969,29.44544032
969.5,29.4049794
970,29.41509463
970.5,29.43532509
971,29.36451847
971.5,29.45555556
972,29.4049794
972.5,29.4049794
973,29.38474893
973.5,29.4049794
974,29.32405754
974.5,29.42520986
975,29.39486416
975.5,29.3746337
976,29.344288
976.5,29.344288
977,29.33417277
977.5,29.32405754
978,29.35440324
978.5,29.31394231
979,29.32405754
979.5,29.344288
980,29.28359661
980.5,29.35440324
981,29.29371184
981.5,29.33417277
982,29.32405754
982.5,29.36451847
983,29.27348138
983.5,29.31394231
984,29.27348138
984.5,29.28359661
985,29.28359661
985.5,29.28359661
986,29.26336615
986.5,29.28359661
987,29.26336615
987.5,29.26336615
988,29.26336615
988.5,29.26336615
989,29.25325092
989.5,29.25325092
990,29.22290522
990.5,29.24313568
991,29.22290522
991.5,29.23302045
992,29.25325092
992.5,29.19255952
993,29.23302045
993.5,29.19255952
994,29.22290522
994.5,29.20267476
995,29.20267476
995.5,29.21278999
996,29.19255952
996.5,29.19255952
997,29.1520986
997.5,29.19255952
998,29.17232906
998.5,29.16221383
999,29.17232906
999.5,29.16221383
1000,29.17232906
1000.5,29.14198336
1001,29.16221383
1001.5,29.16221383
1002,29.1520986
1002.5,29.1520986
1003,29.1520986
1003.5,29.14198336
1004,29.17232906
1004.5,29.13186813
1005,29.23302045
1005.5,29.13186813
1006,29.14198336
1006.5,29.1217529
1007,29.0914072
1007.5,29.1217529
1008,29.13186813
1008.5,29.0914072
1009,29.14198336
1009.5,29.10152244
1010,29.1217529
1010.5,29.13186813
1011,29.06106151
1011.5,29.14198336
1012,29.10152244
1012.5,29.11163767
1013,29.07117674
1013.5,29.11163767
1014,29.07117674
1014.5,29.06106151
1015,29.10152244
1015.5,29.08129197
1016,29.0914072
1016.5,29.07117674
1017,29.10152244
1017.5,29.04083104
1018,29.0914072
1018.5,29.08129197
1019,29.07117674
1019.5,29.06106151
1020,29.07117674
1020.5,29.05094628
1021,29.06106151
1021.5,29.04083104
1022,29.06106151
1022.5,29.05094628
1023,29.04083104
1023.5,29.13186813
1024,29.06106151
1024.5,29.03071581
1025,29.03071581
1025.5,29.04083104
1026,29.03071581
1026.5,29.04083104
1027,29.01048535
1027.5,29.04083104
1028,29.03071581
1028.5,29.01048535
1029,29.03071581
1029.5,29.01048535
1030,29.03071581
1030.5,29.01048535
1031,29.00037012
1031.5,29.00037012
1032,28.99025488
1032.5,29.04083104
1033,28.94979396
1033.5,29.06106151
1034,28.95990919
1034.5,29.05094628
1035,28.99025488
1035.5,28.99025488
1036,28.98013965
1036.5,29.00037012
1037,28.98013965
1037.5,28.97002442
1038,28.97002442
1038.5,28.97002442
1039,28.99025488
1039.5,28.95990919
1040,28.95990919
1040.5,28.98013965
1041,28.99025488
1041.5,28.95990919
1042,28.94979396
1042.5,28.98013965
1043,28.97002442
1043.5,28.97002442
1044,28.94979396
1044.5,28.97002442
1045,28.94979396
1045.5,28.95990919
1046,28.92956349
